date,gdp,gdp_1,gdp_2,gdp_3,gdp_nlmy,gdp_gy,gdp_zzy,gdp_jzy,gdp_pfls,gdp_jt,gdp_zscy,gdp_jr,gdp_fdc,gdp_xx,gdp_zl,gdp_qt,kqzs,gyzjz,gyzjz_qgy,gyzjz_zgy,gyzjz_cky,gyzjz_zzy,gyzjz_gy,gyzjz_jt,gyzjz_gfhz,gyzjz_gf,gyzjz_ws,gyzjz_sy,chanliang_ym,chanliang_jt,chanliang_fdl,chanliang_trq,chanliang_gc,chanliang_tc,chanliang_xny,chanliang_cd,chanliang_kt,chanliang_bx,chanliang_xyj,pmi,pmi_sc,pmi_xdd,pmi_xckdd,pmi_zsdd,pmi_ccpkc,pmi_cgl,pmi_jk,pmi_ccjg,pmi_ycljg,pmi__yclkc,pmi_cyry,pmi_pssj,pmi_yq,cpi,cpi_sp,cpi_fsp,cpi_hx,cpi_xfp,cpi_fw,ppi_gyp,rpi,M1,M2,gbcs,jchbye,ccl,gdzc,gdzc_xz,gdzc_fdc,gdzc_1,gdzc_2,gdzc_3,gdzc_zyxm,gdzc_dfxm,jckje,ckje,yhjshce,shxfplsze,zqfxl_gz,syyh_ldxbl,syyh_cdb,syyh_jxc,shrzgm,shrzgm_cl,syl,sybxj,jqzs_yj,jqzs_yz,jqzs_xx,jqzs_zh
2017-05-01,,,,,,,,,,,,,,,,,12.18,6.5,,,0.5,6.9,6.2,3.2,0.5,6.8,5.9,6.6,12.1,-1.5,5,10.5,-1.9,6.1,27,-6.6,24.6,6.3,2.6,51.2,53.4,52.3,50.7,45.4,46.6,51.5,50,47.6,49.5,48.5,49.4,50.2,56.8,1.5,-1.6,2.3,2.1,0.7,2.9,5.5,1.1,17,9.1,5.35,,,8.6,28.5,18.5,2.9,38.1,59,3.5,96.5,10.33,7.61,-171.09,10.7,"2,591.50",,,,"13,241.21",14.7,,,76,103,101.2,98.9
2017-06-01,6.8,3.8,6.3,7.7,3.9,6.5,7.2,4.6,7.4,10.1,7.7,3.3,7.2,18.8,8.3,7.6,13.33,7.6,,,-0.1,8,6.8,3.9,5.7,7.7,8,7.4,10.6,-1.4,5.2,14.6,0.7,2.5,29.2,-3.4,13.4,1.8,0.8,51.7,54.4,53.1,52,47.2,46.3,52.5,51.2,49.1,50.4,48.6,49,49.9,58.7,1.5,-1.2,2.2,2.2,0.6,3,5.5,0.9,15,9.1,5.37,5.19,1.4,8.6,24.9,18,3.1,37.7,59.2,3.4,96.6,13.13,10.28,-209.45,11,"3,209.10",49.52,69.12,2.05,"21,305.40",14.29,3.95,230,73.3,102.9,101.1,98.7
2017-07-01,,,,,,,,,,,,,,,,,15.49,6.4,,,-1.3,6.7,6.7,-3.6,-6.6,6.7,6.7,5.5,8.5,0.1,8.6,14.7,2.7,2,48.6,-2.4,23,15.5,3,51.4,53.5,52.8,50.9,46.3,46.1,52.7,51.1,52.7,57.9,48.5,49.2,50.1,59.1,1.4,-1.1,2,2.1,0.5,2.9,5.5,0.67,15.3,8.9,5.45,,,8.3,21.8,17.7,3.2,37.7,59.2,3.6,96.4,8.44,6.34,-155.03,10.4,"2,685.30",,,,"15,041.45",14.81,,,73.3,103,103,98.4
2017-08-01,,,,,,,,,,,,,,,,,11.51,6,,,-3.4,6.9,7.8,-2.1,-6.9,5.8,7.9,3.7,4.1,-5.3,4.8,11.7,0.5,5.9,56.4,-3.1,19.1,17,1.3,51.7,54.1,53.1,50.4,46.1,45.5,52.9,51.4,57.4,65.3,48.3,49.1,49.3,59.5,1.8,-0.2,2.3,2.2,1,3.1,6.3,1.14,14,8.6,5.45,,,7.8,18.9,17.6,3.2,37.6,59.2,3.5,96.5,8.69,4.88,-38.33,10.1,"8,877.30",,,,"17,989.28",14.57,,,73.3,103,103,98.1
2017-09-01,6.7,3.9,5.8,8.1,4,6.2,7.1,3.4,7.4,9.5,7.8,6.1,4.8,23.4,10.8,7.4,11.45,6.6,,,-3.8,8.1,9,-2.6,-8.1,7.1,8.9,5.2,7.6,-7.1,5.3,10.7,-1.8,4,55.1,3.5,20.9,14.2,10.3,52.4,54.7,54.8,51.3,47.4,44.2,53.8,51.1,59.4,68.4,48.9,49,49.3,59.4,1.6,-1.4,2.4,2.3,0.7,3.3,6.9,0.99,14,9,5.41,5.15,1.3,7.5,16.6,17.6,3.3,37.5,59.3,3.5,96.5,12.88,7.91,2.94,10.3,"3,434.30",49.17,70.01,2.07,"22,469.07",14.47,3.95,228,73.3,103,103,97.9
2017-10-01,,,,,,,,,,,,,,,,,9.45,6.2,,,-1.3,6.7,6.6,3.6,-6.6,6.1,6.5,5,1.5,-12.6,2.5,15.4,-1.6,6.5,92.7,10.9,13.5,18.6,5,51.6,53.4,52.9,50.1,45.6,46.1,53.2,50.3,55.2,63.4,48.6,49,48.7,57,1.9,-0.4,2.4,2.3,1.1,3.2,6.9,1.33,13,8.9,5.42,,,7.3,14.1,17.6,3.3,37.4,59.3,3.5,96.5,10.93,6.26,27.69,10,"3,263.50",,,,"12,208.51",14.45,,,70.7,103,103,97.8
2017-11-01,,,,,,,,,,,,,,,,,8.67,6.1,,,-1.7,6.8,6.3,-0.7,-10.6,6.2,6.8,5,-2.7,-10.9,2.4,3,-2.9,6.8,109.6,8.8,20,10,-8.9,51.8,54.3,53.6,50.8,46.6,46.1,53.5,51,53.8,59.8,48.4,48.8,49.5,57.9,1.7,-1.1,2.5,2.3,0.9,3.1,5.8,1.28,12.7,9.1,5.44,,,7.2,9.8,17.5,3.3,37.3,59.4,3.5,96.5,14.3,11.51,-75.15,10.2,"3,157.70",,,,"19,258.40",14.02,,,70.7,103,103,97.7
2017-12-01,6.7,4.4,5.5,8.2,4.5,6.1,6.9,2.5,7.2,8.8,7.7,4.1,5.9,29,10.7,7.4,7.99,6.2,,,-0.9,6.5,5,0.5,-8.6,6.7,5.7,6.2,1.1,-7.1,6,2.9,-1.1,3.7,71.2,6.9,21.4,3.7,-2.5,51.6,54,53.4,51.9,46.3,45.8,53.6,51.2,54.4,62.2,48,48.5,49.3,58.7,1.8,-0.4,2.4,2.2,1.1,3,4.9,1.42,11.8,8.1,5.21,4.21,2.1,7.2,9,17.4,3.3,37.3,59.4,3.7,96.3,8.09,10.73,59.84,9.4,"2,449.00",50.03,70.55,2.1,"16,192.78",13.53,3.9,220,70.7,103,103,97.7
2018-01-01,,,,,,,,,,,,,,,,,,15.43,,,,,,,,,,,,,,,,,,,,,,51.3,53.5,52.6,49.5,45.3,47,52.9,50.4,51.8,59.7,48.8,48.3,49.2,56.8,1.5,-0.5,2,1.9,1,2.3,4.3,1.26,15,8.6,5.6,,,,,,,,,,,22.04,10.65,-8.75,,"1,900.00",,,,"31,411.86",12.86,,,,103,103,97.9
2018-02-01,,,,,,,,,,,,,,,,,6.35,-2.12,,,,,,,,,,,,,,,,,,,,,,50.3,50.7,51,49,44.9,46.7,50.8,49.8,49.2,53.4,49.3,48.1,48.4,58.2,2.9,4.4,2.5,2.5,2.5,3.6,3.7,2.01,8.5,8.8,5.43,,,7.9,,24.3,2.5,33.3,64.2,,,24.24,43.5,-82.19,9.7,"1,200.00",,,,"11,996.80",12.8,,,,102.9,102.9,98
2018-03-01,6.8,3.2,6.3,7.5,3.4,6.5,6.7,5.4,6.8,7.7,7.1,3.1,4.9,29.2,10,6.1,6.76,6,,,-1.1,6.6,5.7,3.9,2.1,6.5,4.9,6.7,1.3,-4.75,2.1,0.4,4.16,8.2,105.3,9.8,8.4,-2.6,-2.4,51.5,53.1,53.3,51.3,46,47.3,53,51.3,48.9,53.4,49.6,49.1,50.1,58.7,2.1,2.1,2.1,2,1.6,2.8,3.1,1.44,7.1,8.2,5.41,6.29,1.3,7.5,,21.1,2.9,35.5,61.6,,,5.3,-2.98,-91.68,10.1,"1,800.00",51.39,71.18,2.08,"15,937.34",12.05,3.89,223,,102.7,102.7,97.9
2018-04-01,,,,,,,,,,,,,,,,,9.01,7,,,-0.2,7.4,7.7,-6.4,3.3,7.1,6.8,7.1,4.1,-3.6,6.9,6.3,8.5,13.1,82.2,20.4,9.7,14.5,5.7,51.4,53.1,52.9,50.7,46.2,47.2,52.6,50.2,50.2,53,49.5,49,50.2,58.4,1.8,0.7,2.1,2,1.3,2.6,3.4,1.38,7.2,8.3,5.65,,,7,,19.8,3,36.3,60.8,,,16.5,11.91,106.3,9.4,"2,851.00",,,,"17,747.95",12.01,,,,102.3,102.3,97.8
2018-05-01,,,,,,,,,,,,,,,,,12.95,6.8,,,3,6.6,8.1,-2.9,3.1,6.1,8.4,4.2,3.5,-1.6,9.8,5.9,10.8,7.5,56.7,24.3,18.4,12.1,5.8,51.9,54.1,53.8,51.2,45.9,46.1,53,50.9,53.2,56.7,49.6,49.1,50.1,58.7,1.8,0.1,2.2,1.9,1.3,2.5,4.1,1.54,6,8.3,5.72,,,6.1,,19.2,3.2,36.8,60,,,18.19,11.9,193.63,8.5,"3,150.90",,,,"9,517.13",11.71,,,,101.9,101.9,97.7
2018-06-01,6.7,3.4,6,7.7,3.6,6.4,6.6,4,6.6,8.1,6.8,4.3,4.2,31.7,9.4,5.7,10.62,6,,,2.7,6,6.1,-1.9,-6,6.1,5.4,5.1,1.7,-4.7,6.7,5.6,7.2,12.8,36.6,4.2,12.1,-3.6,-3.9,51.5,53.6,53.2,49.8,45.5,46.3,52.8,50,53.3,57.7,48.8,49,50.2,57.9,1.9,0.3,2.2,1.9,1.5,2.4,4.7,1.84,6.6,8,5.56,4.84,1.7,6,,18.68,3.3,37,59.7,,,12.06,10.7,20.36,9,"3,444.50",52.42,72.3,2.12,"14,882.63",11.21,3.83,225,,101.6,101.6,97.9
2018-07-01,,,,,,,,,,,,,,,,,9.4,6,,,1.3,6.2,6.2,-2.8,-4.4,6,6.1,4.9,-2,-4.3,5.7,10.5,8,14.9,17.9,16,3.8,-7.3,-3.6,51.2,53,52.3,49.8,45.7,47.1,51.5,49.6,50.5,54.3,48.9,49.2,50,56.6,2.1,0.5,2.4,1.9,1.8,2.5,4.6,2.18,5.1,8.5,5.7,,,5.5,,18.52,3.4,37.1,59.5,,,18.25,11.6,-93.94,8.8,"2,948.60",,,,"12,234.64",10.94,,,,101.2,101.2,98.3
2018-08-01,,,,,,,,,,,,,,,,,10.55,6.1,,,2,6.1,5.6,-1.2,2.3,6.4,4.9,5.6,4.2,-1.1,7.3,9.7,6.4,13.4,12.5,18.4,-0.4,0.5,6.8,51.3,53.3,52.2,49.4,46.7,47.4,51.8,49.1,54.3,58.7,48.7,49.4,49.6,57,2.3,1.7,2.5,2,2.1,2.6,4.1,2.27,3.9,8.2,5.75,,,5.3,,18.43,3.5,37.2,59.3,,,14.48,9.55,-148.6,9,"3,243.80",,,,"19,532.90",10.88,,,,100.9,100.9,98.9
2018-09-01,6.5,3.6,5.3,7.9,3.8,5.9,6,2.5,6.2,8,6.3,4,4.1,32.8,9,7,10.34,5.8,,,2.2,5.7,5.6,2,1.6,6.3,3.2,6.2,5.2,-0.1,4.6,8.5,9.8,4.6,50,10.6,9.3,6,-2.8,50.8,53,52,48,45.2,47.4,51.5,48.5,54.3,59.8,47.8,48.3,49.7,56.4,2.5,3.6,2.2,1.7,2.7,2.1,3.6,2.65,4,8.3,5.67,3.88,1.5,5.4,,18.34,3.5,37.4,59.2,,,14.12,13.87,-175.65,9.2,"3,246.60",52.94,73.55,2.15,"21,342.16",10.64,3.82,224,,100.3,100.3,99.3
2018-10-01,,,,,,,,,,,,,,,,,10.08,5.9,,,3.8,6.1,4.6,-3.6,5.1,6.7,3.9,6.2,8,4.5,4.8,7.5,11.5,1.7,49.5,17,-0.4,5.2,4,50.2,52,50.8,46.9,44.3,47.1,51,47.6,52,58,47.2,48.1,49.5,56.4,2.5,3.3,2.4,1.8,2.8,2.1,3.3,2.79,2.7,8,6.02,,,5.7,,18.14,3.5,37.4,59.1,,,17.01,14.29,-29.28,8.6,"3,094.80",,,,"7,373.52",10.28,,,,99.6,99.6,99.5
2018-11-01,,,,,,,,,,,,,,,,,10.85,5.4,,,2.3,5.6,3.9,2,-2.6,6.6,1.9,6.6,4.5,1.9,3.6,10.1,11.3,9.4,24.6,7.9,7.6,7.6,-5.9,50,51.9,50.4,47,44.3,48.6,50.8,47.1,46.4,50.3,47.4,48.3,50.3,54.2,2.2,2.5,2.1,1.8,2.2,2.1,2.7,2.15,1.5,8,5.93,,,5.9,,18.07,3.5,37.4,59.1,,,3.43,3.92,-178.92,8.1,"2,598.80",,,,"16,042.48",9.96,,,,98.8,98.8,99.6
2018-12-01,6.4,3.5,5.8,7.4,3.7,5.7,5.7,6.1,5.5,8.7,5.8,6.3,2,29.1,7.3,6.4,11.58,5.7,,,3.6,5.5,3.6,-1.4,10.3,7,1.7,7.8,2.1,4.9,6.2,10,9.1,15.5,15.5,10.5,10.6,5.8,-2.9,49.4,50.8,49.7,46.6,44.1,48.2,49.8,45.9,43.3,44.8,47.1,48,50.4,52.7,1.9,2.5,1.7,1.8,1.7,2.1,0.9,1.43,1.5,8.1,5.52,2.82,2.4,5.9,,18.92,3.5,37.4,59,,,-5.94,-4.61,-70.87,8.16,"3,856.60",55.31,74.34,2.18,"16,221.47",9.85,3.8,223,,98.2,98.2,99.5
2019-01-01,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,49.5,50.9,49.6,46.9,43.7,47.1,49.1,47.1,44.5,46.3,48.1,47.8,50.1,52.5,1.7,1.9,1.7,1.9,1.3,2.4,0.1,0.96,0.4,8.4,5.96,,,,,,,,,,,4.2,9.2,120.54,,"1,700.00",,,,"46,184.27",10.49,,,,97.8,97.8,99.3
2019-02-01,,,,,,,,,,,,,,,,,7.08,3.36,,,,,,,,,,,,,,,,,,,,,,49.2,49.5,50.6,45.2,43.6,46.4,48.3,44.8,48.5,51.9,46.3,47.5,49.8,56.2,1.5,0.7,1.7,1.8,1.1,2.1,0.1,1,2,8,6.15,,,6.1,,26.96,2.1,30.9,67,,,-13.5,-20.8,-150.44,8.2,"1,600.00",,,,"7,089.44",10.13,,,,97.6,97.6,99.2
2019-03-01,6.4,2.7,6.1,7,2.9,6.1,6.5,6.2,5.8,7.3,6,7,2.5,21.2,8.3,5.2,8.05,8.5,,,4.6,9,4.7,,,10,4.2,14.2,2.7,5.4,5.4,9.8,11.4,14.2,41.6,3.1,22.3,1.9,5.5,50.5,52.7,51.6,47.1,46.4,47,51.2,48.7,51.4,53.5,48.4,47.6,50.2,56.8,2.3,4.1,1.8,1.8,2.4,2,0.4,1.92,4.6,8.6,6.22,-5.49,1.3,6.3,,23.37,2.4,32.6,65,,,2.9,13.8,-61.43,8.7,"1,500.00",56.81,72.22,2.17,"28,765.62",10.73,3.67,227,,97.6,97.6,99.2
2019-04-01,,,,,,,,,,,,,,,,,8.94,5.4,,,2.9,5.3,6,,,6.3,2.5,5.1,0.1,3.4,3.8,7.9,11.5,5.3,17.1,5.7,15.4,2.1,9.4,50.1,52.1,51.4,49.2,44,46.5,51.1,49.7,52,53.1,47.2,47.2,49.9,56.5,2.5,6.1,1.7,1.7,2.9,2,0.9,1.99,2.9,8.5,6.31,,,6.1,,21.97,2.4,32.8,64.7,,,0.5,-2.8,-109.8,7.2,"3,432.20",,,,"14,074.48",10.46,,,,97.7,97.7,99.3
2019-05-01,,,,,,,,,,,,,,,,,6.76,5,,,3.9,5,3.7,,,6.6,-0.3,7.8,3.5,5.7,0.2,12.9,11.5,9.9,16,0.8,6.4,0.6,19.8,49.4,51.7,49.8,46.5,44.3,48.1,50.5,47.1,49,51.8,47.4,47,50.9,54.5,2.7,7.7,1.6,1.6,3.2,1.9,0.6,2.1,3.4,8.5,6.22,,,5.6,,21.18,2.68,33.62,63.7,,,-3.5,1,61.96,8.6,"3,953.20",,,,"14,526.80",10.67,,,,97.7,97.7,99.4
2019-06-01,6.2,3.3,5.6,7,3.4,5.6,5.5,5.1,6,7.3,6.4,7.6,2.4,20.1,7.3,5.5,8.58,6.3,,,7.3,6.2,6.2,,,7.6,1.8,8.3,10.4,10.7,2.8,13.1,12.6,13.4,50.5,-1.7,2.4,2.8,19.8,49.4,51.3,49.6,46.3,44.5,48.1,49.7,46.8,45.4,49,48.2,46.9,50.2,53.4,2.7,8.3,1.4,1.6,3.2,1.8,0,1.8,4.4,8.5,6.14,-1.69,2,5.8,,20.6,2.82,33.46,63.72,,,-4,-1.3,-193.01,9.8,"3,442.40",55.77,72.85,2.18,"22,998.34",11,3.61,230,,97.7,97.7,99.4
2019-07-01,,,,,,,,,,,,,,,,,7.36,4.8,,,6.6,4.5,3.7,,,6.1,-0.2,7.3,12.2,5.9,0.6,6.1,9.6,2.2,9.1,-12.1,-3,9,-7.3,49.7,52.1,49.8,46.9,44.7,47,50.4,47.4,46.9,50.7,48,47.1,50.1,53.6,2.8,9.1,1.3,1.6,3.4,1.8,-0.3,1.8,3.1,8.1,6.37,,,5.7,,20.88,2.8,33.75,63.45,,,-0.7,3.3,-61.47,7.6,"3,284.50",,,,"10,839.77",10.86,,,,,,
2019-08-01,,,,,,,,,,,,,,,,,8.04,4.4,,,3.7,4.3,4.1,,,5.3,1.3,6,5,4.6,1.7,6.6,9.8,5.2,9.9,-12.8,-2.9,-5.2,4.9,49.5,51.9,49.7,47.2,44.8,47.8,49.3,46.7,46.7,48.6,47.5,46.9,50.3,53.3,2.8,10,1.1,1.5,3.6,1.6,-0.8,1.8,3.4,8.2,6.44,,,5.5,,21.11,2.75,32.9,64.35,,,-3.2,-1,-53.83,7.5,"3,944.40",,,,"20,174.52",10.83,,,,,,
2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,52.3,50.5,48.2,44.7,47.1,50.4,47.1,49.9,52.2,47.6,47,50.5,54.4,3,11.2,1,1.5,4,1.3,-1.2,1.9,3.4,8.4,6.38,-3.79,,,,,,,,,,-5.7,-3.2,,,"3,581.90",,,,"22,724.80",10.8,,,,,,
